1020 nodes, 2522 edges.
0	289	108
0	306	108
0	315	108
1	301	167
1	303	167
2	300	108
2	305	108
3	300	108
3	305	108
4	297	50
4	298	50
4	309	108
5	423	83
5	424	83
5	455	83
6	273	67
6	280	67
6	282	67
7	271	67
7	455	67
7	473	67
7	479	67
8	276	50
9	204	42
9	205	42
9	213	42
10	205	67
10	206	67
11	209	83
11	216	83
11	221	83
12	207	67
12	210	67
12	223	67
13	243	58
14	227	83
14	532	83
14	537	83
15	600	100
15	601	100
16	596	67
16	607	67
16	620	67
17	913	92
17	936	92
17	937	92
17	945	92
18	616	83
18	918	83
18	930	83
19	915	75
20	914	50
20	942	50
21	830	117
22	822	108
22	834	108
22	835	108
22	838	108
23	826	117
23	837	117
23	854	117
24	820	125
24	840	125
24	848	125
25	321	67
25	843	67
25	850	67
26	316	67
26	332	67
26	823	67
26	831	67
27	327	67
27	338	67
27	824	67
28	324	75
28	330	75
29	285	67
29	339	67
30	365	62
30	404	62
30	447	62
30	778	62
31	286	67
31	346	67
31	354	67
31	355	67
32	254	108
32	857	108
32	960	108
32	962	108
33	869	92
33	961	92
33	963	92
33	966	92
34	757	75
34	759	75
34	868	75
34	965	75
35	762	62
35	763	62
35	766	62
35	787	62
35	795	62
36	348	70
36	392	70
36	457	70
36	458	70
36	802	70
37	254	78
37	261	78
37	266	78
38	253	83
38	872	83
38	879	83
38	880	83
39	632	108
39	882	108
40	760	92
40	865	92
40	874	92
40	884	92
41	665	67
41	675	67
41	678	67
41	686	67
42	667	58
42	687	58
42	688	58
42	695	58
42	721	58
43	449	67
43	454	67
43	472	67
43	502	67
44	521	67
44	529	67
44	550	67
44	554	67
45	261	108
45	262	108
46	263	67
46	886	67
47	260	75
47	889	75
48	624	75
48	645	75
49	622	50
49	651	50
49	699	50
50	654	58
50	701	58
50	705	58
50	709	58
51	639	53
51	658	53
51	698	53
51	713	53
52	524	50
52	584	50
52	663	50
53	978	83
54	250	63
54	890	63
54	978	63
55	888	50
56	888	53
56	991	53
56	1002	53
57	626	53
57	887	53
58	888	50
58	985	50
59	892	42
59	895	42
59	899	42
60	623	58
60	629	58
60	641	58
61	628	67
61	636	67
61	652	67
62	901	53
62	907	53
62	946	53
63	631	75
63	922	75
63	924	75
64	920	87
64	925	87
64	935	87
65	997	58
66	993	83
66	994	83
66	995	83
67	985	95
67	1001	95
67	1002	95
68	981	58
68	984	58
69	903	83
69	958	83
69	959	83
69	982	83
70	948	83
70	957	83
70	984	83
71	950	92
71	956	92
72	927	58
72	939	58
73	312	83
73	321	83
73	841	83
73	320	83
73	1019	83
74	847	83
74	848	83
75	303	83
75	848	83
75	321	83
76	848	83
76	321	83
77	847	83
77	838	83
78	303	83
78	312	83
79	303	83
79	312	83
80	847	83
80	321	83
80	246	83
81	847	83
81	246	83
81	321	83
82	847	83
82	246	83
82	321	83
83	312	83
84	303	83
84	848	83
84	321	83
84	312	83
85	848	83
85	321	83
85	312	83
86	321	83
86	848	83
87	321	83
87	312	83
88	312	83
89	303	83
89	321	83
89	320	83
89	312	83
90	1009	83
90	953	83
90	1004	83
91	1005	83
91	1004	83
92	1005	83
92	1004	83
93	262	83
93	998	83
94	987	83
95	1004	83
95	1005	83
96	998	83
97	1008	83
98	1005	83
98	1004	83
99	1005	83
99	1006	83
100	262	83
101	1008	83
102	848	83
103	848	83
104	312	83
105	848	83
106	848	83
106	312	83
107	848	83
108	848	83
109	998	83
200	455	100
201	203	19
202	455	19
203	202	17
204	205	27
204	213	43
204	214	51
204	9	42
205	212	20
205	9	42
205	10	67
205	485	27
206	200	78
206	208	24
206	214	41
206	10	67
207	208	106
207	210	96
207	272	23
207	276	69
207	12	67
208	206	24
208	207	106
209	210	57
209	211	56
209	11	83
209	468	67
210	207	96
210	209	57
210	232	48
210	236	29
210	12	67
211	208	56
212	213	20
212	453	32
213	204	43
213	9	42
213	467	29
213	474	33
214	204	51
214	206	41
215	216	17
215	220	28
215	223	53
216	215	17
216	219	15
216	221	12
216	222	19
216	11	83
217	209	42
218	221	27
218	222	19
219	220	17
220	217	40
220	229	60
221	216	12
221	224	15
221	11	83
222	216	19
222	219	22
223	215	53
223	227	235
223	229	26
223	12	67
224	221	15
224	227	62
224	233	36
225	234	34
225	237	72
225	538	53
